UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN
161235,R,202,R,48,R,154,R,0,R,0,R,0,R,1,R,0,R,1,R,18,R,10,R,8,R,10,R,1,R,9,R,1,R,0,R,1,R,143,R,26,R,117,R,7,R,0,R,7,R,7,R,3,R,4,R,15,R,8,R,7,R,3,S,,S,,Z,0,A,,Z,0,R,3,S,,S,,S,
161253,R,2564,R,1171,R,1393,R,22,R,7,R,15,R,49,R,14,R,35,R,36,R,24,R,12,R,113,R,49,R,64,Z,0,Z,0,Z,0,R,2014,R,934,R,1080,R,76,R,30,R,46,R,114,R,38,R,76,R,140,R,75,R,65,R,3,R,11,R,14,R,16,S,,S,,R,19,S,,S,,S,
161299,R,210,R,171,R,39,R,3,R,2,R,1,R,2,R,2,Z,0,R,2,R,1,R,1,R,5,R,5,Z,0,Z,0,Z,0,Z,0,R,181,R,150,R,31,R,1,R,1,Z,0,R,13,R,8,R,5,R,3,R,2,R,1,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,210
161341,R,622,R,352,R,270,R,2,Z,0,R,2,R,26,R,19,R,7,R,69,R,41,R,28,R,73,R,50,R,23,R,3,R,2,R,1,R,310,R,158,R,152,R,25,R,14,R,11,R,23,R,13,R,10,R,91,R,55,R,36,R,5,S,,S,,R,0,S,,S,,R,5,S,,S,,S,
161457,R,1387,R,365,R,1022,R,2,R,0,R,2,R,89,R,29,R,60,R,41,R,13,R,28,R,32,R,14,R,18,R,3,Z,0,R,3,R,1120,R,282,R,838,R,16,R,6,R,10,R,77,R,17,R,60,R,7,R,4,R,3,R,1,A,,R,1,R,32,A,,R,32,R,33,A,,R,33,R,1354
161484,R,172,R,78,R,94,R,1,R,1,Z,0,R,2,Z,0,R,2,R,3,R,3,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,159,R,69,R,90,R,2,R,1,R,1,R,2,R,2,Z,0,R,2,R,2,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,172
161493,R,44,R,1,R,43,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,40,R,1,R,39,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,44
161509,R,125,R,28,R,97,R,0,R,0,R,0,R,5,R,1,R,4,R,3,R,1,R,2,R,7,R,3,R,4,R,0,R,0,R,0,R,85,R,15,R,70,R,12,R,5,R,7,R,13,R,3,R,10,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,2,R,0,R,2,R,123
161518,R,466,R,170,R,296,R,1,R,1,R,0,R,9,R,5,R,4,R,18,R,6,R,12,R,22,R,12,R,10,R,0,R,0,R,0,R,365,R,127,R,238,R,15,R,6,R,9,R,36,R,13,R,23,R,0,R,0,R,0,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,466
161527,R,248,R,19,R,229,R,2,Z,0,R,2,R,5,Z,0,R,5,R,9,R,2,R,7,R,5,Z,0,R,5,R,2,Z,0,R,2,R,221,R,17,R,204,R,4,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,248
161545,R,821,R,398,R,423,R,2,R,2,R,0,R,18,R,7,R,11,R,76,R,37,R,39,R,34,R,20,R,14,R,0,R,0,R,0,R,642,R,302,R,340,R,24,R,11,R,13,R,13,R,8,R,5,R,12,R,11,R,1,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
161554,R,1692,R,490,R,1202,R,9,R,5,R,4,R,30,R,7,R,23,R,114,R,41,R,73,R,65,R,21,R,44,R,2,R,0,R,2,R,1369,R,381,R,988,R,49,R,15,R,34,R,37,R,13,R,24,R,17,R,7,R,10,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,1692
161563,R,220,R,103,R,117,R,1,R,0,R,1,R,2,R,1,R,1,R,11,R,5,R,6,R,2,R,0,R,2,R,0,R,0,R,0,R,187,R,90,R,97,R,9,R,1,R,8,R,6,R,5,R,1,R,2,R,1,R,1,R,0,S,,S,,R,0,S,,S,,R,0,S,,S,,S,
161572,R,704,R,160,R,544,R,4,R,1,R,3,R,11,R,4,R,7,R,26,R,4,R,22,R,74,R,17,R,57,R,1,R,0,R,1,R,465,R,109,R,356,R,29,R,10,R,19,R,93,R,15,R,78,R,1,R,0,R,1,R,4,S,,S,,R,19,S,,S,,R,23,S,,S,,S,
161581,R,117,R,72,R,45,R,4,R,0,R,4,R,0,R,0,R,0,R,1,R,1,R,0,R,5,R,2,R,3,R,0,R,0,R,0,R,93,R,59,R,34,R,8,R,6,R,2,R,5,R,4,R,1,R,1,R,0,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,117
161688,R,503,R,133,R,370,R,2,R,1,R,1,R,6,R,1,R,5,R,56,R,16,R,40,R,19,R,4,R,15,R,1,R,1,R,0,R,383,R,98,R,285,R,24,R,5,R,19,R,2,R,2,R,0,R,10,R,5,R,5,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,503
161767,R,1713,R,660,R,1053,R,9,R,5,R,4,R,69,R,28,R,41,R,277,R,71,R,206,R,183,R,67,R,116,R,1,R,1,R,0,R,939,R,390,R,549,R,82,R,34,R,48,R,118,R,49,R,69,R,35,R,15,R,20,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,1713
161800,R,40,R,13,R,27,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,19,R,8,R,11,R,5,Z,0,R,5,Z,0,Z,0,Z,0,R,16,R,5,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,40
161855,R,31,Z,0,R,31,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,31,Z,0,R,31,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,31
161864,R,387,R,116,R,271,Z,0,Z,0,Z,0,R,8,R,3,R,5,R,259,R,66,R,193,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,20,R,4,R,16,R,6,R,4,R,2,R,11,R,3,R,8,R,78,R,34,R,44,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,387
161873,R,864,R,301,R,563,R,0,R,0,R,0,R,47,R,23,R,24,R,308,R,85,R,223,R,81,R,25,R,56,R,2,R,1,R,1,R,341,R,136,R,205,R,46,R,13,R,33,R,15,R,7,R,8,R,24,R,11,R,13,R,2,A,,R,2,R,0,A,,R,0,R,2,A,,R,2,R,862
162007,R,965,R,364,R,601,R,1,Z,0,R,1,R,19,R,11,R,8,R,764,R,286,R,478,R,65,R,17,R,48,R,1,R,1,Z,0,R,34,R,9,R,25,R,26,R,10,R,16,R,22,R,11,R,11,R,33,R,19,R,14,R,0,S,,S,,R,0,S,,S,,R,0,S,,S,,S,
162061,R,212,R,169,R,43,R,2,R,2,R,0,R,12,R,10,R,2,R,57,R,42,R,15,R,11,R,9,R,2,Z,0,Z,0,Z,0,R,88,R,72,R,16,R,4,R,4,R,0,R,29,R,23,R,6,R,9,R,7,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,212
162104,R,327,R,126,R,201,R,2,R,1,R,1,R,5,R,2,R,3,R,27,R,15,R,12,R,20,R,10,R,10,R,1,R,1,Z,0,R,252,R,94,R,158,R,15,R,1,R,14,R,2,Z,0,R,2,R,3,R,2,R,1,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
162122,R,1015,R,386,R,629,R,6,R,1,R,5,R,40,R,21,R,19,R,225,R,87,R,138,R,71,R,25,R,46,R,2,R,1,R,1,R,569,R,212,R,357,R,65,R,26,R,39,R,30,R,10,R,20,R,7,R,3,R,4,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,1015
162168,R,267,R,105,R,162,R,1,R,0,R,1,R,2,R,1,R,1,R,26,R,11,R,15,R,22,R,5,R,17,R,1,R,0,R,1,R,189,R,72,R,117,R,14,R,8,R,6,R,12,R,8,R,4,R,0,R,0,R,0,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
162210,R,160,R,56,R,104,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,70,R,21,R,49,R,39,R,12,R,27,R,1,Z,0,R,1,R,5,R,1,R,4,R,3,Z,0,R,3,R,16,R,7,R,9,R,23,R,15,R,8,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,160
162283,R,338,R,67,R,271,R,1,R,0,R,1,R,0,R,0,R,0,R,270,R,50,R,220,R,11,R,3,R,8,R,1,R,0,R,1,R,9,R,2,R,7,R,7,R,3,R,4,R,10,R,3,R,7,R,29,R,6,R,23,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,338
162335,R,23,R,1,R,22,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,Z,0,R,12,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,9,R,1,R,8,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,23
162371,R,507,R,451,R,56,R,4,R,4,Z,0,R,9,R,9,Z,0,R,392,R,351,R,41,R,13,R,10,R,3,Z,0,Z,0,Z,0,R,82,R,70,R,12,Z,0,Z,0,Z,0,R,7,R,7,Z,0,Z,0,Z,0,Z,0,R,2,S,,S,,A,,A,,A,,R,2,S,,S,,S,
162557,R,993,R,450,R,543,R,2,R,1,R,1,R,59,R,14,R,45,R,140,R,60,R,80,R,139,R,70,R,69,R,1,R,0,R,1,R,561,R,270,R,291,R,58,R,27,R,31,R,0,R,0,R,0,R,33,R,8,R,25,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
162584,R,1084,R,443,R,641,R,1,R,0,R,1,R,18,R,6,R,12,R,186,R,87,R,99,R,46,R,21,R,25,R,1,R,0,R,1,R,629,R,228,R,401,R,39,R,19,R,20,R,7,R,4,R,3,R,157,R,78,R,79,R,3,A,,R,3,R,4,A,,R,4,R,7,A,,R,7,R,1077
162609,R,124,R,64,R,60,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,6,R,5,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,109,R,52,R,57,R,2,R,2,Z,0,R,3,R,1,R,2,R,1,R,1,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,124
162654,R,370,R,91,R,279,R,1,R,1,R,0,R,12,R,5,R,7,R,64,R,21,R,43,R,7,R,1,R,6,R,0,R,0,R,0,R,152,R,31,R,121,R,2,R,1,R,1,R,129,R,29,R,100,R,3,R,2,R,1,R,0,S,,S,,R,0,S,,S,,R,0,S,,S,,S,
162690,R,685,R,256,R,429,R,0,R,0,R,0,R,25,R,7,R,18,R,56,R,28,R,28,R,66,R,28,R,38,R,2,R,0,R,2,R,476,R,173,R,303,R,33,R,9,R,24,R,26,R,11,R,15,R,1,R,0,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,685
162706,R,960,R,390,R,570,R,4,R,3,R,1,R,38,R,15,R,23,R,135,R,40,R,95,R,64,R,28,R,36,R,1,R,1,R,0,R,654,R,271,R,383,R,44,R,19,R,25,R,2,R,1,R,1,R,18,R,12,R,6,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,960
162760,R,550,R,188,R,362,R,0,R,0,R,0,R,12,R,5,R,7,R,65,R,19,R,46,R,49,R,11,R,38,R,0,R,0,R,0,R,327,R,105,R,222,R,24,R,8,R,16,R,10,R,5,R,5,R,63,R,35,R,28,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,550
162779,R,1083,R,426,R,657,R,1,R,1,R,0,R,144,R,64,R,80,R,307,R,93,R,214,R,139,R,43,R,96,R,1,R,1,R,0,R,309,R,136,R,173,R,55,R,27,R,28,R,62,R,29,R,33,R,65,R,32,R,33,R,109,A,,R,109,A,,A,,A,,R,109,A,,R,109,R,974
162830,R,106,Z,0,R,106,R,2,Z,0,R,2,R,3,Z,0,R,3,R,15,Z,0,R,15,R,6,Z,0,R,6,Z,0,Z,0,Z,0,R,79,Z,0,R,79,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,106
162928,R,11377,R,5127,R,6250,R,12,R,4,R,8,R,1608,R,659,R,949,R,660,R,229,R,431,R,863,R,400,R,463,R,8,R,2,R,6,R,3789,R,1785,R,2004,R,349,R,149,R,200,R,218,R,118,R,100,R,3870,R,1781,R,2089,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,11377
163028,R,618,R,551,R,67,R,1,R,1,R,0,R,19,R,18,R,1,R,253,R,214,R,39,R,175,R,170,R,5,R,1,R,1,R,0,R,124,R,110,R,14,R,34,R,27,R,7,R,10,R,9,R,1,R,1,R,1,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,618
163046,R,1345,R,492,R,853,R,2,R,2,R,0,R,69,R,28,R,41,R,144,R,35,R,109,R,136,R,50,R,86,R,2,R,1,R,1,R,916,R,349,R,567,R,44,R,15,R,29,R,8,R,1,R,7,R,24,R,11,R,13,R,0,S,,S,,R,0,S,,S,,R,0,S,,S,,S,
163204,R,15155,R,8136,R,7019,R,63,R,32,R,31,R,929,R,541,R,388,R,4158,R,2055,R,2103,R,2156,R,1214,R,942,R,99,R,50,R,49,R,5274,R,3036,R,2238,R,660,R,320,R,340,R,1580,R,792,R,788,R,236,R,96,R,140,R,552,A,,R,552,R,187,A,,R,187,R,739,A,,R,739,R,14416
163259,R,2363,R,600,R,1763,R,1,R,0,R,1,R,353,R,107,R,246,R,465,R,96,R,369,R,227,R,62,R,165,R,2,R,0,R,2,R,1096,R,272,R,824,R,87,R,22,R,65,R,27,R,6,R,21,R,105,R,35,R,70,R,34,A,,R,34,R,85,A,,R,85,R,119,A,,R,119,R,2244
163268,R,3721,R,1957,R,1764,R,1,R,0,R,1,R,590,R,294,R,296,R,555,R,247,R,308,R,253,R,88,R,165,R,1,R,1,R,0,R,1049,R,615,R,434,R,144,R,59,R,85,R,54,R,38,R,16,R,1074,R,615,R,459,R,3,R,49,R,52,R,0,R,6,R,6,R,3,R,55,R,58,R,3663
163286,R,11018,R,5604,R,5414,R,8,R,2,R,6,R,2000,R,1041,R,959,R,1221,R,518,R,703,R,1015,R,451,R,564,R,2,R,2,R,0,R,4447,R,2289,R,2158,R,483,R,226,R,257,R,390,R,206,R,184,R,1452,R,869,R,583,R,0,R,24,R,24,R,0,R,7,R,7,R,0,R,31,R,31,R,10987
163295,R,643,R,147,R,496,R,0,R,0,R,0,R,67,R,13,R,54,R,68,R,18,R,50,R,71,R,17,R,54,R,0,R,0,R,0,R,204,R,49,R,155,R,42,R,11,R,31,R,19,R,7,R,12,R,172,R,32,R,140,R,3,R,0,R,3,R,6,R,0,R,6,R,9,R,0,R,9,R,634
163338,R,406,R,160,R,246,R,2,R,0,R,2,R,12,R,5,R,7,R,262,R,100,R,162,R,15,R,6,R,9,R,0,R,0,R,0,R,64,R,28,R,36,R,19,R,6,R,13,R,16,R,8,R,8,R,16,R,7,R,9,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,406
163347,R,242,R,20,R,222,Z,0,Z,0,Z,0,R,5,R,1,R,4,R,199,R,18,R,181,R,8,R,1,R,7,Z,0,Z,0,Z,0,R,24,Z,0,R,24,R,2,Z,0,R,2,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,242
163408,R,35,R,14,R,21,R,1,R,1,Z,0,R,1,R,1,Z,0,R,17,R,9,R,8,R,16,R,3,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,35
163426,R,2572,R,1178,R,1394,R,6,R,4,R,2,R,396,R,200,R,196,R,566,R,232,R,334,R,711,R,305,R,406,R,3,R,2,R,1,R,525,R,269,R,256,R,100,R,41,R,59,R,8,R,2,R,6,R,257,R,123,R,134,R,13,A,,R,13,A,,A,,A,,R,13,A,,R,13,R,2559
163453,R,1264,R,460,R,804,R,2,R,1,R,1,R,8,R,4,R,4,R,976,R,333,R,643,R,49,R,19,R,30,R,1,R,1,R,0,R,40,R,23,R,17,R,46,R,15,R,31,R,38,R,13,R,25,R,104,R,51,R,53,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,1264
163462,R,715,R,307,R,408,R,2,R,2,R,0,R,28,R,12,R,16,R,125,R,48,R,77,R,74,R,35,R,39,R,2,R,1,R,1,R,412,R,180,R,232,R,32,R,7,R,25,R,12,R,4,R,8,R,28,R,18,R,10,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,715
163532,R,64,R,64,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,61,R,61,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,3,Z,0,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,64
163541,R,104,R,20,R,84,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,96,R,19,R,77,R,8,R,1,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,104
163578,R,471,R,71,R,400,R,0,R,0,R,0,R,32,R,5,R,27,R,120,R,16,R,104,R,38,R,5,R,33,R,1,R,0,R,1,R,218,R,38,R,180,R,22,R,3,R,19,R,24,R,3,R,21,R,16,R,1,R,15,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,471
163657,R,1346,R,463,R,883,R,15,R,3,R,12,R,70,R,27,R,43,R,790,R,266,R,524,R,247,R,94,R,153,R,0,R,0,R,0,R,83,R,31,R,52,R,16,R,7,R,9,R,93,R,23,R,70,R,32,R,12,R,20,R,4,A,,R,4,A,,A,,A,,R,4,A,,R,4,R,1342
163815,R,38,R,1,R,37,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,14,R,1,R,13,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,19,Z,0,R,19,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,38
163851,R,1716,R,699,R,1017,R,5,R,2,R,3,R,66,R,28,R,38,R,211,R,81,R,130,R,103,R,40,R,63,R,2,R,1,R,1,R,1221,R,498,R,723,R,52,R,19,R,33,R,32,R,21,R,11,R,24,R,9,R,15,R,0,S,,S,,R,0,S,,S,,R,0,S,,S,,S,
163912,R,350,R,125,R,225,R,0,R,0,R,0,R,12,R,4,R,8,R,34,R,12,R,22,R,22,R,10,R,12,R,3,R,0,R,3,R,261,R,90,R,171,R,12,R,6,R,6,R,5,R,2,R,3,R,1,R,1,R,0,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,350
163976,R,128,R,78,R,50,R,0,R,0,R,0,R,6,R,4,R,2,R,6,R,3,R,3,R,7,R,6,R,1,R,0,R,0,R,0,R,86,R,49,R,37,R,3,R,3,R,0,R,5,R,5,R,0,R,15,R,8,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,128
164076,R,5019,R,1808,R,3211,R,4,R,3,R,1,R,362,R,156,R,206,R,1163,R,393,R,770,R,483,R,176,R,307,R,3,R,1,R,2,R,2522,R,931,R,1591,R,251,R,89,R,162,R,150,R,24,R,126,R,81,R,35,R,46,R,3,S,,S,,R,0,S,,S,,R,3,S,,S,,S,
164085,R,285,R,23,R,262,R,2,R,0,R,2,R,13,R,0,R,13,R,62,R,7,R,55,R,12,R,1,R,11,R,0,R,0,R,0,R,162,R,9,R,153,R,15,R,2,R,13,R,14,R,2,R,12,R,5,R,2,R,3,A,,A,,A,,R,0,S,,S,,R,0,S,,S,,S,
164155,R,1054,R,736,R,318,R,1,R,1,R,0,R,79,R,54,R,25,R,59,R,46,R,13,R,130,R,92,R,38,R,3,R,3,R,0,R,669,R,456,R,213,R,91,R,65,R,26,R,9,R,8,R,1,R,13,R,11,R,2,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,1054
164173,R,915,R,292,R,623,R,1,R,1,Z,0,R,44,R,11,R,33,R,219,R,59,R,160,R,79,R,24,R,55,R,0,R,0,R,0,R,486,R,169,R,317,R,56,R,16,R,40,R,20,R,7,R,13,R,10,R,5,R,5,R,5,A,,R,5,R,4,A,,R,4,R,9,A,,R,9,R,906
164216,R,203,R,78,R,125,R,1,Z,0,R,1,R,8,R,3,R,5,R,13,R,4,R,9,R,12,R,4,R,8,Z,0,Z,0,Z,0,R,145,R,53,R,92,Z,0,Z,0,Z,0,R,17,R,10,R,7,R,7,R,4,R,3,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,203
164270,R,837,R,239,R,598,R,1,R,0,R,1,R,30,R,15,R,15,R,135,R,37,R,98,R,64,R,20,R,44,R,0,R,0,R,0,R,501,R,135,R,366,R,24,R,8,R,16,R,51,R,10,R,41,R,31,R,14,R,17,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,837
164313,R,428,R,173,R,255,R,1,R,1,R,0,R,9,R,3,R,6,R,94,R,29,R,65,R,29,R,12,R,17,R,0,R,0,R,0,R,267,R,120,R,147,R,24,R,6,R,18,R,2,R,2,R,0,R,2,R,0,R,2,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,428
164368,R,1091,R,637,R,454,Z,0,Z,0,Z,0,R,4,R,3,R,1,R,3,R,1,R,2,R,14,R,6,R,8,Z,0,Z,0,Z,0,R,9,R,7,R,2,R,4,R,1,R,3,R,56,R,29,R,27,R,1001,R,590,R,411,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1091
164447,R,584,R,165,R,419,R,1,R,1,Z,0,R,6,R,3,R,3,R,88,R,39,R,49,R,67,R,22,R,45,R,3,R,1,R,2,R,364,R,84,R,280,R,20,R,2,R,18,R,18,R,5,R,13,R,17,R,8,R,9,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,584
164465,R,486,R,250,R,236,R,2,R,1,R,1,R,79,R,36,R,43,R,56,R,24,R,32,R,70,R,36,R,34,R,1,R,1,R,0,R,181,R,98,R,83,R,30,R,15,R,15,R,7,R,6,R,1,R,60,R,33,R,27,R,0,R,5,R,5,A,,A,,A,,R,0,R,5,R,5,R,481
164492,R,404,R,260,R,144,R,2,R,1,R,1,R,6,R,4,R,2,R,33,R,18,R,15,R,27,R,14,R,13,Z,0,Z,0,Z,0,R,267,R,179,R,88,R,5,R,1,R,4,R,51,R,34,R,17,R,13,R,9,R,4,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,404
164535,R,38,R,4,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,R,2,R,12,R,14,Z,0,R,14,Z,0,Z,0,Z,0,R,8,R,2,R,6,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,38
164562,R,615,R,240,R,375,R,1,Z,0,R,1,R,18,R,5,R,13,R,37,R,21,R,16,R,54,R,14,R,40,Z,0,Z,0,Z,0,R,459,R,180,R,279,R,20,R,7,R,13,R,16,R,9,R,7,R,10,R,4,R,6,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,615
164580,R,1396,R,807,R,589,R,0,R,0,R,0,R,128,R,60,R,68,R,37,R,23,R,14,R,143,R,77,R,66,R,0,R,0,R,0,R,419,R,250,R,169,R,27,R,18,R,9,R,94,R,53,R,41,R,548,R,326,R,222,R,0,S,,S,,R,4,S,,S,,R,4,S,,S,,S,
164599,R,30,R,5,R,25,R,0,R,0,R,0,R,1,R,0,R,1,R,3,R,1,R,2,R,5,R,1,R,4,R,0,R,0,R,0,R,21,R,3,R,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,30
164614,R,10,R,7,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,7,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,10
164632,R,781,R,72,R,709,R,2,R,1,R,1,R,22,R,5,R,17,R,89,R,10,R,79,R,124,R,11,R,113,Z,0,Z,0,Z,0,R,396,R,29,R,367,R,9,R,0,R,9,R,135,R,14,R,121,R,4,R,2,R,2,R,11,A,,R,11,R,11,A,,R,11,R,22,A,,R,22,R,759
164739,R,1369,R,767,R,602,R,3,R,3,R,0,R,137,R,58,R,79,R,58,R,29,R,29,R,129,R,68,R,61,R,0,R,0,R,0,R,755,R,447,R,308,R,37,R,23,R,14,R,28,R,14,R,14,R,222,R,125,R,97,R,1,A,,R,1,R,3,A,,R,3,R,4,A,,R,4,R,1365
164748,R,1928,R,1074,R,854,Z,0,Z,0,Z,0,R,124,R,63,R,61,R,100,R,48,R,52,R,196,R,112,R,84,R,3,R,2,R,1,R,786,R,467,R,319,R,85,R,45,R,40,R,46,R,28,R,18,R,588,R,309,R,279,R,0,R,23,R,23,R,0,R,8,R,8,R,0,R,31,R,31,R,1897
164775,R,189,R,59,R,130,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,26,R,7,R,19,R,24,R,8,R,16,Z,0,Z,0,Z,0,R,120,R,38,R,82,R,7,R,3,R,4,R,8,R,1,R,7,R,1,Z,0,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,189
